fonte,repositorio,titulo,conteudo,categoria,metadata,timestamp
release,shopware/shopware,Release v6.6.10.6,"Release: None

Notas: *  [#8724 - Added locking to cart mutating routes](./changelog/release-6-6-10-6/2025-07-15-added-locking-to-cart-mutating-routes.md)
*  [#10763 - fix: remove 6.8.0.0 feature flag](https://github.com/shopware/shopware/issues/10763)
*  [#10146 - Filter cart success error messages](./changelog/release-6-6-10-6/2025-06-11-filter-cart-success-error-messages.md)
*  [#10457 - Improve ES search scoring for numeric tokens](./changelog/release-6-6-10-6/2025-06-11-improve-es-search-scoring-for-numeric-tokens.md)
*  [#10518 - Press ESC key in the modal will go back listing page](./changelog/release-6-6-10-6/2025-06-17-press-esc-key-in-the-modal-will-go-back-listing-page.md) 
*  [#10682 - Live search page broken if the data is empty](./changelog/release-6-6-10-6/2025-06-18-live-search-page-broken-if-the-data-is-empty.md)
*  [#10696 - Respect missing shipping method currency prices](./changelog/release-6-6-10-6/2025-06-20-respect-missing-shipping-method-currency-prices.md)
*  [#10738 - Fix apps with duplicated custom field sets](./changelog/release-6-6-10-6/2025-06-24-fix-apps-with-duplicated-custom-field-sets.md)
*  [#10774 - Multiple promotions order count fix](./changelog/release-6-6-10-6/2025-07-02-multiple-promotions-order-count-fix.md)
*  [#10853 - Skip In-App Purchases update task on missing authentication headers](./changelog/release-6-6-10-6/2025-06-27-skip-in-app-purchases-update-task-on-missing-authentication.md)
*  [#10900 - Add new data id to set off-canvas aria-labelledby](./changelog/release-6-6-10-6/2025-03-05-add-new-data-id-to-set-off-canvas-aria-labelledby.md)
*  [#10919 - Delete correct expired store session](./changelog/release-6-6-10-6/2025-07-04-delete-correct-expired-store-session.md)
*  [#11016 - Change URL generation for ESI includes to avoid HTTPS issues with Varnish](./changelog/release-6-6-10-6/2025-07-03-esi-url-instead-of-path.md) @stefanpoensgen
*  [#11092 - Fix variant listing config when cloning products or dele",release_notes,"{'tag': 'v6.6.10.6', 'data': '2025-07-22T07:30:06+00:00'}",2025-08-06T20:17:08.267370
release,shopware/shopware,Release v6.7.0.1,"Release: None

Notas: See the [UPGRADE.md](./UPGRADE-6.7.md) for all important technical changes.

*  [#10518 - Press ESC key in the modal will go back listing page](./changelog/release-6-7-0-1/2025-06-17-press-esc-key-in-the-modal-will-go-back-listing-page.md)
*  [#10667 - Fix stacking line items does not recalculate advanced prices](./changelog/release-6-7-0-1/2025-06-26-fix-stacking-line-items-does-not-recalculate-advanced-prices.md)
*  [#10682 - Live search page broken if the data is empty](./changelog/release-6-7-0-1/2025-06-18-live-search-page-broken-if-the-data-is-empty.md)
*  [#10868 - Don't ignore ESI render errors](./changelog/release-6-7-0-1/2025-06-27-dont-ignore-esi-render-errors.md)
*  [#10394 - manufacturer replace media sidebar to media modal](./changelog/release-6-7-0-1/2025-06-11-manufacturer-replace-media-sidebar-to-media-modal.md)",release_notes,"{'tag': 'v6.7.0.1', 'data': '2025-06-30T12:15:55+00:00'}",2025-08-06T20:17:08.975155
issue,woocommerce/woocommerce,wpfooter is being set to hidden on Woo Admin Pages,"Issue: wpfooter is being set to hidden on Woo Admin Pages

Descrição: ### Prerequisites

- [x] I have carried out troubleshooting steps and I believe I have found a bug.
- [x] I have searched for similar bugs in both open and closed issues and cannot find a duplicate.

### Describe the bug

On WooCommerce settings pages, the default 'wpfooter' is set to {display:none}

### Expected behavior

Expected the footer text being shown.

### Actual behavior

Footer on woo admin page is hidden

### Steps to reproduce

Go to Settings Page.
Scroll towards the bottom, the footer text is not being shown.
Open inspect element and observe 'wpfooter' as display:none

### WordPress Environment

<details>

<summary>WordPress Environment</summary>

The System Status Report is found in your WordPress admin under **WooCommerce > Status**. 
Please select “Get system report”, then “Copy for GitHub”, and then paste it here.

</details>


### Isolating the problem

- [x] I have deactivated other plugins and confirmed this bug occurs when only WooCommerce plugin is active.
- [x] This bug happens with a default WordPress theme active, or [Storefront](https://woocommerce.com/products/storefront/).
- [x] I can reproduce this bug consistently using the steps above.",issue_fechada,"{'labels': ['type: community contribution', 'settings', 'bug'], 'numero': 59752, 'relevante': False, 'comentarios': 1}",2025-08-06T20:17:13.467055
issue,woocommerce/woocommerce,Analytics bug for product sales count.,"Issue: Analytics bug for product sales count.

Descrição: ### Prerequisites

- [x] I have carried out troubleshooting steps and I believe I have found a bug.
- [x] I have searched for similar bugs in both open and closed issues and cannot find a duplicate.

### Describe the bug

When using the analytics for products, when you search for a single product to see what your sales have been by using the filter, if there is more than one item on the invoice, it's pulling the total number of items sold on that invoice (which is useless info)  instead of just the one product you are trying to get a global sales count for.  It's over inflating your sales.

### Expected behavior

You should only get the number of that products sales.  

### Actual behavior

see above

### Steps to reproduce

see image

### WordPress Environment

<details><summary>System Status Report</summary>

```
### WordPress Environment ###

WordPress address (URL): [Redacted]
Site address (URL): [Redacted]
WC Version: 10.0.4
Legacy REST API Package Version: The Legacy REST API plugin is not installed on this site.
Action Scheduler Version: ✔ 3.9.2
Log Directory Writable: ✔
WP Version: 6.8.2
WP Multisite: –
WP Memory Limit: 512 MB
WP Debug Mode: –
WP Cron: ✔
Language: en
External object cache: –

### Server Environment ###

Server Info: Apache
Server Architecture: Linux 4.18.0-553.54.1.lve.el8.x86_64 x86_64
PHP Version: 8.4.8
PHP Post Max Size: 128 MB
PHP Time Limit: 3000
PHP Max Input Vars: 1000
cURL Version: 8.14.1
OpenSSL/1.1.1w

SUHOSIN Installed: –
MySQL Version: 10.6.22-MariaDB-cll-lve
Max Upload Size: 128 MB
Default Timezone is UTC: ✔
fsockopen/cURL: ✔
SoapClient: ✔
DOMDocument: ✔
GZip: ✔
Multibyte String: ✔
Remote Post: ✔
Remote Get: ✔

### Database ###

[REDACTED]

### Post Type Counts ###

acf-field: 3
acf-field-group: 1
af_c_fields: 3
af_ch_fields: 1
attachment: 647
b2bking_custom_field: 10
b2bking_custom_role: 3
b2bking_group: 2
b2bking_rule: 15
b2bwhs_custom_field: 10
b2bwhs_custom_role: 2
b2",issue_fechada,"{'labels': ['type: community contribution', 'bug'], 'numero': 60097, 'relevante': False, 'comentarios': 8}",2025-08-06T20:17:14.343832
comentario_issue,woocommerce/woocommerce,Comentário na issue #60097,"Hi there, you mentioned ""see image"" in the issue but there is no link (or image). It will be helpful to understand specifically what analytics you are referring to.",comentario,{'issue_numero': 60097},2025-08-06T20:17:15.050576
comentario_issue,woocommerce/woocommerce,Comentário na issue #60097,"[Screenshot 2025-07-29 at 9.06.11 PM.png]

I attached the image of the filter analytics I thought.  It’s counting items on that invoice not just the specific product.

Thanks,


Brian Savage

This email and any files transmitted with it are confidential and intended solely for the use of the individual or entity to whom they are addressed. If you have received this email in error, please notify the system manager. This message contains confidential information and is intended only for the individual named. If you are not the named addressee, you should not disseminate, distribute or copy this e-mail. Please notify the sender immediately by e-mail if you have received this e-mail by mistake and delete this e-mail from your system. If you are not the intended recipient, you are notified that disclosing, copying, distributing, or taking any action in reliance on the contents of this information is strictly prohibited.

On Jul 30, 2025, at 2:02 AM, Darren Ethier ***@***.***> wrote:

[https://avatars.githubusercontent.com/u/1429108?s=20&v=4]nerrad left a comment (woocommerce/woocommerce#60097)<https://github.com/woocommerce/woocommerce/issues/60097#issuecomment-3135095602>

Hi there, you mentioned ""see image"" in the issue but there is no link (or image). It will be helpful to understand specifically what analytics you are referring to.

—
Reply to this email directly, view it on GitHub<https://github.com/woocommerce/woocommerce/issues/60097#issuecomment-3135095602>, or unsubscribe<https://github.com/notifications/unsubscribe-auth/BTJXZVVJRYK4YXV7WQ47HML3LBUY5AVCNFSM6AAAAACCVRCJKOVHI2DSMVQWIX3LMV43OSLTON2WKQ3PNVWWK3TUHMZTCMZVGA4TKNRQGI>.
You are receiving this because you authored the thread.Message ID: ***@***.***>",comentario,{'issue_numero': 60097},2025-08-06T20:17:15.050576
comentario_issue,woocommerce/woocommerce,Comentário na issue #60097,"Hi there, I see you sent a reply via email. It didn't include the image. Unfortunately, there's still not enough information for me to understand what you are reporting.",comentario,{'issue_numero': 60097},2025-08-06T20:17:15.050576
issue,woocommerce/woocommerce,Systematic Data Corruption in wp_wc_customer_lookup After HPOS Migration,"Issue: Systematic Data Corruption in wp_wc_customer_lookup After HPOS Migration

Descrição: ### Prerequisites

- [x] I have carried out troubleshooting steps and I believe I have found a bug.
- [x] I have searched for similar bugs in both open and closed issues and cannot find a duplicate.

### Describe the bug

After activating High-Performance Order Storage (HPOS), we have identified a severe and systematic data corruption in the `wp_wc_customer_lookup` table. For a significant number of registered customers, the customer data (email, name) in this central lookup table does not match the actual billing data on the orders linked to that same `customer_id`.

The root cause appears to be a flaw in the initial HPOS migration process. The script seems to have incorrectly mapped legacy WordPress `user_id`s (from the `_customer_user` meta key) to the new HPOS `customer_id`s. This has resulted in customer profiles in the `wp_wc_customer_lookup` table being mismatched with the orders they are linked to.

The bug is not immediately apparent when viewing a single order in the WP-Admin UI. The order screen correctly displays the billing details from the order's own meta data (`wp_wc_orders_meta`), thus bypassing the corrupted central `wp_wc_customer_lookup` table. The corruption only becomes visible when running aggregate database queries (e.g., for reporting) that must rely on the central lookup table to group data by customer.

Questions for the Development Team
Additionally, I would like to ask for guidance on resolving this issue:

Is there a recommended or built-in way to safely re-trigger the HPOS customer data migration to repopulate the wp_wc_customer_lookup table from the legacy data?

If a re-migration is possible, what is the risk to new orders and new customers that have been created after the initial HPOS activation?

If a re-migration is not advised, is manual correction of the wp_wc_customer_lookup table (via SQL UPDATE statements) the only viable solution?

##",issue_fechada,"{'labels': ['data structure/crud/backend processing', 'type: community contribution', 'bug'], 'numero': 60214, 'relevante': False, 'comentarios': 3}",2025-08-06T20:17:15.779024
comentario_issue,woocommerce/woocommerce,Comentário na issue #60214,"You could also use this SQL code to compare the data in wp_wc_orders_meta to the data in wp_wc_customer_lookup 
```-- This query directly compares the billing email on an order with the email in the central customer lookup table.
-- It will only return rows where there is a mismatch, indicating a data corruption.
SELECT
    o.id AS Order_ID,
    o.customer_id AS Customer_ID,
    -- Extracts the email from the order's own meta data (the ground truth for this transaction)
    REGEXP_SUBSTR(om.meta_value, '[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\\.[a-zA-Z]{2,}') AS Order_Meta_Email,
    -- Gets the email from the central (potentially corrupt) customer lookup table
    cl.email AS Customer_Lookup_Email
FROM
    wp_wc_orders AS o
-- JOIN to get the order's billing address string from its meta data
JOIN
    wp_wc_orders_meta AS om ON o.id = om.order_id AND om.meta_key = '_billing_address_index'
-- JOIN to get the centralized customer record from the lookup table
JOIN
    wp_wc_customer_lookup AS cl ON o.customer_id = cl.customer_id
WHERE
    -- Ensure we are only checking registered customers, as guests (customer_id=0) won't have a lookup entry to compare.
    o.customer_id != 0
    -- The core condition: Find rows where the email on the order does not match the email in the linked customer profile.
    AND REGEXP_SUBSTR(om.meta_value, '[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\\.[a-zA-Z]{2,}') != cl.email;",comentario,{'issue_numero': 60214},2025-08-06T20:17:16.517771
comentario_issue,woocommerce/woocommerce,Comentário na issue #60214,"Hi @Muttel!

Thanks for reaching out and apologies that you're having trouble. Thanks for all the details you shared about the issue!

It looks like there's some confusion here, may be due to how the `customer_id` column is used across tables. In the lookup table (`wc_customer_lookup`) this is just an internal auto-incrementing value and **does not** correspond directly to the WordPress user ID or the `customer_id` in order tables (`wc_orders`).

To summarize:

- `wc_orders.customer_id` should match the `wp_users.ID` and also `wc_customer_lookup.user_id`.
- `wc_customer_lookup.customer_id` is just an internal ID used only by this table.

Unless you're seeing mismatches in the WooCommerce admin, for example in **WooCommerce > Customers** or when viewing the details for a specific order, it's likely that everything is working as expected. If you are indeed noticing inconsistencies in the reporting or any customer-related data in the admin, could you please share more specifics or examples? Happy to take a closer look!",comentario,{'issue_numero': 60214},2025-08-06T20:17:16.517771
comentario_issue,woocommerce/woocommerce,Comentário na issue #60214,"Thanks Jorge,

you're absolutely right. I was mislead by the table name. I've changed it and it works now...",comentario,{'issue_numero': 60214},2025-08-06T20:17:16.517771
issue,woocommerce/woocommerce,[Enhancement]: Mini cart block should have margin/padding controls,"Issue: [Enhancement]: Mini cart block should have margin/padding controls

Descrição: ### Describe the solution you'd like

We should implement margin and padding controls for this block to allow for better customization

### Describe alternatives you've considered

_No response_

### Additional context

_No response_",issue_fechada,"{'labels': ['block: mini-cart', 'enhancement'], 'numero': 59701, 'relevante': True, 'comentarios': 2}",2025-08-06T20:17:17.338479
issue,woocommerce/woocommerce,Block Checkout: Required Phone Number Validation Hidden When Shipping Address Section Is Collapsed,"Issue: Block Checkout: Required Phone Number Validation Hidden When Shipping Address Section Is Collapsed

Descrição: ## **Describe the bug**

When using the WooCommerce block-based checkout, if a store previously had the phone number field set as optional and a customer saved their shipping address without a phone number, then the store later changes the phone number field to required, the following issue occurs:

* When the customer returns to checkout, their saved shipping address (without a phone number) is auto-filled.
* The checkout form correctly prevents order placement due to the missing required phone number.
* **However, the validation warning for the missing phone number is not visible to the customer because the shipping address section is collapsed by default.**
* The customer must manually expand (""Edit"") the shipping address section to see the validation error and realize that the phone number is missing.

## **To Reproduce**

Steps to reproduce the behavior:

1. Set up WooCommerce with block-based checkout.
2. Set the phone number field as optional.
3. Place an order as a customer, saving the shipping address without a phone number.
4. Change the store setting to make the phone number required.
5. As the same customer, go to checkout again. The saved shipping address is auto-filled, but the phone number is missing.
6. Attempt to place an order.

## **Expected behavior**

If a required field (like phone number) is missing from the auto-filled shipping address, the checkout should:

* Either automatically expand the shipping address section to show the validation error,
* Or display the validation error message outside the collapsed section so the customer is aware of the issue.

## **Screenshots**

https://github.com/user-attachments/assets/172fa349-07cb-4a63-9ea4-92ee5c14ddff",issue_fechada,"{'labels': ['checkout', 'bug'], 'numero': 60037, 'relevante': True, 'comentarios': 2}",2025-08-06T20:17:18.068143
issue,woocommerce/woocommerce,"WooCommerce 10.1: RC1, RC2, final and dot-releases progress tracking","Issue: WooCommerce 10.1: RC1, RC2, final and dot-releases progress tracking

Descrição: This issue provides visibility on the progress of the release process of WooCommerce core 10.1, and it centralizes all related discussions and documentation. The ultimate goal of this issue is to keep a reference to the steps, resources, work, and conversations associated with this release so it can be helpful for future contributors handling the release of a new WooCommerce core version.

* WooCommerce core version to release: 10.1 ([milestone](https://github.com/woocommerce/woocommerce/milestone/243))
* Release lead: @vladimir.reznichenko @alba
* RC release date: 28.07.2025 ([release calendar](https://developer.woocommerce.com/release-calendar/))
* Final release date: 11.08.2025

## Resources

* WooCommerce core changelog: [here](https://github.com/woocommerce/woocommerce/blob/trunk/changelog.txt)
* Previous releases: [here](https://developer.woocommerce.com/releases/)
* Release process documentation: [here](https://developer.woocommerce.com/docs/contribution/releases/)

### RC-1 release

#### Get the release artifact ready

- [X] Ensure [GitHub services](https://www.githubstatus.com/) are fully operational
- [X] Ensure the minimally required WordPress and PHP versions are up-to-date ([L-1 support policy](https://developer.woocommerce.com/2023/02/23/revisiting-wordpress-core-support-policy-for-woocommerce/))
- [X] Ensure all [CFEs](https://github.com/woocommerce/woocommerce/issues?q=is%3Aissue%20state%3Aopen%20label%3A%22code%20freeze%20exception%22) for the target release version are addressed and merged (-> check milestone open PRs)
- [X] Build a zip file ([workflow](https://github.com/woocommerce/woocommerce/actions/workflows/release-build-zip-file.yml))

#### Release to [WordPress.org](http://WordPress.org)

- [X] Publish the new release ([workflow](https://github.com/woocommerce/woocommerce/blob/trunk/.github/workflows/release-upload-to-wporg.yml))
- [X] Visit [https://wor",issue_fechada,"{'labels': ['release', 'type: community contribution'], 'numero': 60056, 'relevante': False, 'comentarios': 1}",2025-08-06T20:17:18.805363
issue,woocommerce/woocommerce,WooCommerce 10.1.0-rc.2,"Issue: WooCommerce 10.1.0-rc.2

Descrição: This issue tracks the progress of the a single WooCommerce core plugin release iteration that covers the publishing of a single patch version.  Patch version in this context refers to `z` in a version following `x.y.z` where `z` can be any of `0-99`,  `0-rc.[0-99]`, or `0-beta.[0-99]`.

## Version being released 10.1.0-rc.2

The following details are copied from the official [Building and Publishing guide](https://developer.woocommerce.com/docs/contribution/releases/building-and-publishing/).  Please check it to make sure these instructions haven't become out of date.

- [x] **Pre-Checks**

> * **Verify no open **[**Pull Requests**](https://github.com/woocommerce/woocommerce/pulls?q=is%3Aopen+is%3Apr)** or **[**Issues**](https://github.com/woocommerce/woocommerce/issues) for the milestone matching the release being published.
>   * All pull requests tied to the release milestone must be closed, including [backported pull requests](https://developer.woocommerce.com/docs/contribution/releases/backporting/) that may need to be merged into other release branches or trunk.
> * **Check for **[**unresolved ""cherry pick failed"" Pull Requests**](https://github.com/woocommerce/woocommerce/pulls?q=is:pr+label:%22cherry+pick+failed%22)**.**
>   * Ensure any such PRs are either expected or manually resolved via another PR.
> * **Confirm the Stable tag in** `readme.txt` matches [trunk on WordPress.org](https://plugins.trac.wordpress.org/browser/woocommerce/trunk/readme.txt#L7).
>   * The value should match the current stable version, not the version being built.
> * Ensure [GitHub services](https://www.githubstatus.com/) are fully operational

- [x] **Build WooCommerce**

> 1. **Run the **[**""Release: Bump version number"" workflow**](https://github.com/woocommerce/woocommerce/actions/workflows/release-bump-version.yml)**.**
>    * Run from `trunk`.
>    * Choose the type of version you're releasing (`beta`, `rc`, or `stable`).
>    * Ent",issue_fechada,"{'labels': ['release'], 'numero': 60219, 'relevante': False, 'comentarios': 0}",2025-08-06T20:17:19.568307
issue,woocommerce/woocommerce,WooCommerce 10.1.0-rc.1,"Issue: WooCommerce 10.1.0-rc.1

Descrição: This issue tracks the progress of the a single WooCommerce core plugin release iteration that covers the publishing of a single patch version.  Patch version in this context refers to `z` in a version following `x.y.z` where `z` can be any of `0-99`,  `0-rc.[0-99]`, or `0-beta.[0-99]`.

## Version being released 10.1.0-rc.1

The following details are copied from the official [Building and Publishing guide](https://developer.woocommerce.com/docs/contribution/releases/building-and-publishing/).  Please check it to make sure these instructions haven't become out of date.

- [x] **Pre-Checks**

> * **Verify no open **[**Pull Requests**](https://github.com/woocommerce/woocommerce/pulls?q=is%3Aopen+is%3Apr)** or **[**Issues**](https://github.com/woocommerce/woocommerce/issues) for the milestone matching the release being published.
>   * All pull requests tied to the release milestone must be closed, including [backported pull requests](https://developer.woocommerce.com/docs/contribution/releases/backporting/) that may need to be merged into other release branches or trunk.
> * **Check for **[**unresolved ""cherry pick failed"" Pull Requests**](https://github.com/woocommerce/woocommerce/pulls?q=is:pr+label:%22cherry+pick+failed%22)**.**
>   * Ensure any such PRs are either expected or manually resolved via another PR.
> * **Confirm the Stable tag in** `readme.txt` matches [trunk on WordPress.org](https://plugins.trac.wordpress.org/browser/woocommerce/trunk/readme.txt#L7).
>   * The value should match the current stable version, not the version being built.
> * Ensure [GitHub services](https://www.githubstatus.com/) are fully operational

- [x] **Build WooCommerce**

> 1. **Run the **[**""Release: Bump version number"" workflow**](https://github.com/woocommerce/woocommerce/actions/workflows/release-bump-version.yml)**.**
>    * Run from `trunk`.
>    * Choose the type of version you're releasing (`beta`, `rc`, or `stable`).
>    * Ent",issue_fechada,"{'labels': ['release'], 'numero': 60217, 'relevante': False, 'comentarios': 0}",2025-08-06T20:17:20.281440
issue,woocommerce/woocommerce,[Test] CodeRabbitAI: trend analysis for v10.0,"Issue: [Test] CodeRabbitAI: trend analysis for v10.0

Descrição: Testing the bot capabilities.",issue_fechada,"{'labels': [], 'numero': 59694, 'relevante': False, 'comentarios': 2}",2025-08-06T20:17:20.963520
issue,woocommerce/woocommerce,[Flaky Test] User can view translated Checkout block,"Issue: [Flaky Test] User can view translated Checkout block

Descrição: <!-- __META_DATA__:{} -->
**Flaky test detected. This is an auto-generated issue by GitHub Actions. Please do NOT edit this manually.**

## Test title
User can view translated Checkout block

## Test path
`/plugins/woocommerce/client/blocks/tests/e2e/tests/cart/cart-checkout-block-translations.shopper.block_theme.spec.ts`

## Errors
<!-- __TEST_RESULTS_LIST__ -->
<!-- __TEST_RESULT__ --><time datetime=""2025-01-28T20:40:44.804Z""><code>[2025-01-28T20:40:44.804Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/13018711219""><code>trunk</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2025-02-07T05:07:45.134Z""><code>[2025-02-07T05:07:45.134Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/13193416227""><code>dev/migrate-to-wp-interactivity-54259</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2025-02-27T08:14:51.498Z""><code>[2025-02-27T08:14:51.498Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/13561471821""><code>trunk</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2025-02-28T08:31:58.123Z""><code>[2025-02-28T08:31:58.123Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/13583908083""><code>trunk</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2025-02-28T10:24:46.277Z""><code>[2025-02-28T10:24:46.277Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/13584971798""><code>fix-typescript-errors-in-the-email-editor-package-part1</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2025-02-28T11:45:00.",issue_fechada,"{'labels': ['rubik', 'focus: e2e tests', 'status: stale', 'test type: blocks-e2e', 'metric: flaky e2e test'], 'numero': 54938, 'relevante': False, 'comentarios': 11}",2025-08-06T20:17:21.676667
comentario_issue,woocommerce/woocommerce,Comentário na issue #54938,This issue is being marked as stale due to inactivity. It will be auto-closed if no further activity occurs within the next 2 days.,comentario,{'issue_numero': 54938},2025-08-06T20:17:22.401095
comentario_issue,woocommerce/woocommerce,Comentário na issue #54938,This issue is being marked as stale due to inactivity. It will be auto-closed if no further activity occurs within the next 2 days.,comentario,{'issue_numero': 54938},2025-08-06T20:17:22.401095
comentario_issue,woocommerce/woocommerce,Comentário na issue #54938,Auto-closed due to inactivity. Please re-open if you believe this issue is still valid.,comentario,{'issue_numero': 54938},2025-08-06T20:17:22.401095
issue,woocommerce/woocommerce,[Flaky Test] should contain the correct inner block names in the list view,"Issue: [Flaky Test] should contain the correct inner block names in the list view

Descrição: <!-- __META_DATA__:{} -->
**Flaky test detected. This is an auto-generated issue by GitHub Actions. Please do NOT edit this manually.**

## Test title
should contain the correct inner block names in the list view

## Test path
`/plugins/woocommerce/client/blocks/tests/e2e/tests/product-filters/product-filters.block_theme.spec.ts`

## Errors
<!-- __TEST_RESULTS_LIST__ -->
<!-- __TEST_RESULT__ --><time datetime=""2024-09-24T11:35:52.820Z""><code>[2024-09-24T11:35:52.820Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/11012412741""><code>trunk</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2024-11-12T04:25:04.182Z""><code>[2024-11-12T04:25:04.182Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/11790485084""><code>enhance/embedded-layout</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2024-11-12T04:58:58.490Z""><code>[2024-11-12T04:58:58.490Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/11790485084""><code>enhance/embedded-layout</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2024-11-20T01:11:01.458Z""><code>[2024-11-20T01:11:01.458Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/11924514613""><code>add/coming-soon-social-links</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2024-11-27T05:56:57.204Z""><code>[2024-11-27T05:56:57.204Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/12044429723""><code>dev/customizable-order-summary-heading</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__",issue_fechada,"{'labels': ['kirigami', 'focus: e2e tests', 'status: stale', 'metric: flaky e2e test'], 'numero': 51652, 'relevante': False, 'comentarios': 12}",2025-08-06T20:17:23.178703
comentario_issue,woocommerce/woocommerce,Comentário na issue #51652,This issue is being marked as stale due to inactivity. It will be auto-closed if no further activity occurs within the next 2 days.,comentario,{'issue_numero': 51652},2025-08-06T20:17:23.944213
comentario_issue,woocommerce/woocommerce,Comentário na issue #51652,Auto-closed due to inactivity. Please re-open if you believe this issue is still valid.,comentario,{'issue_numero': 51652},2025-08-06T20:17:23.944213
comentario_issue,woocommerce/woocommerce,Comentário na issue #51652,This issue is being marked as stale due to inactivity. It will be auto-closed if no further activity occurs within the next 2 days.,comentario,{'issue_numero': 51652},2025-08-06T20:17:23.944213
issue,woocommerce/woocommerce,[Flaky Test] prevents cart block applying same coupon twice,"Issue: [Flaky Test] prevents cart block applying same coupon twice

Descrição: <!-- __META_DATA__:{} -->
**Flaky test detected. This is an auto-generated issue by GitHub Actions. Please do NOT edit this manually.**

## Test title
prevents cart block applying same coupon twice

## Test path
`/plugins/woocommerce/tests/e2e-pw/tests/coupons/cart-block-coupons.spec.js`

## Errors
<!-- __TEST_RESULTS_LIST__ -->
<!-- __TEST_RESULT__ --><time datetime=""2024-08-29T04:09:19.642Z""><code>[2024-08-29T04:09:19.642Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/10608212283""><code>trunk</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2024-08-30T04:12:05.940Z""><code>[2024-08-30T04:12:05.940Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/10626352951""><code>trunk</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2024-09-04T08:18:30.376Z""><code>[2024-09-04T08:18:30.376Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/10694609002""><code>trunk</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2025-06-30T11:28:36.422Z""><code>[2025-06-30T11:28:36.422Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/15971294327""><code>cfe/fix/payments-nox-step-statuses-on-switch-to-live-via-client</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><time datetime=""2025-07-28T11:18:11.859Z""><code>[2025-07-28T11:18:11.859Z]</code></time> Test passed after 1 failed attempt on <a href=""https://github.com/woocommerce/woocommerce/actions/runs/16567241938""><code>wooplug-4986-generic-block-i</code></a>.<!-- /__TEST_RESULT__ -->
<br/>
<!-- __TEST_RESULT__ --><details>
<summary>
	<time datetime=""2025-07-28T12:29:14.093Z""><c",issue_fechada,"{'labels': ['metric: flaky e2e test', 'focus: e2e tests', 'status: stale', 'test type: core-e2e'], 'numero': 51026, 'relevante': False, 'comentarios': 4}",2025-08-06T20:17:24.691718
comentario_issue,woocommerce/woocommerce,Comentário na issue #51026,This issue is being marked as stale due to inactivity. It will be auto-closed if no further activity occurs within the next 2 days.,comentario,{'issue_numero': 51026},2025-08-06T20:17:25.503874
